,MCTS,Expectiminimax
0,71,79
1,46,104
2,153,47
3,88,112
4,46,54
5,38,62
6,66,84
7,68,32
8,158,29
9,33,67
10,73,77
11,49,51
12,55,95
13,55,45
14,36,64
15,42,58
16,17,83
17,48,52
18,45,55
19,68,82
20,103,47
21,49,51
22,142,58
23,72,78
24,60,40
25,160,40
26,46,54
27,58,42
28,160,40
29,271,29
30,149,51
31,61,39
32,58,92
33,44,56
34,139,11
35,43,57
36,46,54
37,40,60
38,40,60
39,87,113
40,40,110
41,41,109
42,41,59
43,46,54
44,167,183
45,41,59
46,35,65
47,242,58
48,234,16
49,43,57
