,Expectiminimax scores,MCTS win rates
0,-11.799999999999994,0.20512820512820512
1,-11.547619047619042,0.11320754716981132
2,14.370370370370368,0.036585365853658534
3,87.63636363636365,0.0196078431372549
4,86.3529411764706,0.0
5,76.4939759036145,0.006134969325153374
6,83.109375,0.0
7,78.74418604651163,0.0
8,78.81632653061222,0.0
9,70.56565656565658,0.0
10,69.52941176470598,0.0
11,54.0,0.0
12,106.0,0.0
13,158.0,0.0
14,172.0,0.0
15,224.0,0.0
16,225.0,0.0
17,274.0,0.0
18,324.0,0.0
19,324.0,0.0
20,324.0,0.0
21,333.0,0.0
22,332.0,0.0
23,332.0,0.0
