,Expectiminimax scores,MCTS win rates
0,-5.890243902439021,0.6
1,-5.490196078431374,0.5277777777777778
2,-1.5714285714285707,0.358974358974359
3,-0.8043478260869571,0.5517241379310345
4,-0.8444444444444442,0.5471698113207547
5,-1.4313725490196074,0.5252525252525253
6,-12.209677419354835,0.5040650406504065
7,-15.199999999999994,0.42857142857142855
8,-2.3953488372093017,0.8940609951845907
9,-2.2894736842105274,1.0
10,-4.142857142857142,1.0
11,1.0,1.0
12,-65.0,1.0
13,-57.0,1.0
14,-52.0,1.0
15,-50.0,1.0
16,-45.0,0.9534883720930233
17,-49.0,1.0
18,-53.0,1.0
19,-67.0,1.0
20,-56.0,1.0
21,-42.0,1.0
22,-41.0,1.0
23,-40.0,1.0
