,Expectiminimax scores,MCTS win rates
0,-6.404958677685958,1.0
1,-5.8648648648648605,0.8
2,1.0704225352112677,0.625
3,-0.09090909090909124,0.5483870967741935
4,-0.14545454545454517,0.6785714285714286
5,-12.98214285714286,0.625
6,-1.3260869565217392,0.6979166666666666
7,-1.4772727272727277,0.8868360277136259
8,-1.0303030303030307,1.0
9,-5.025000000000003,1.0
10,-10.918918918918914,1.0
11,-7.0,1.0
12,-76.0,0.8333333333333334
13,-29.0,0.8571428571428571
14,-33.0,0.7647058823529411
15,-17.0,0.6153846153846154
16,-9.0,0.19230769230769232
17,10.0,0.34146341463414637
18,10.0,0.9555555555555556
19,22.0,1.0
20,-46.0,1.0
21,-48.0,1.0
22,-48.0,1.0
23,-46.0,1.0
