,Expectiminimax scores,MCTS win rates
0,-15.621951219512185,0.8
1,-13.769230769230777,0.6666666666666666
2,4.705882352941178,0.5714285714285714
3,4.455882352941175,0.3333333333333333
4,-4.025000000000003,0.5357142857142857
5,9.096153846153847,0.631578947368421
6,8.454545454545451,0.6989247311827957
7,14.621621621621616,0.8589743589743589
8,13.666666666666673,0.8944444444444445
9,0.46666666666666695,1.0
10,-8.700000000000005,1.0
11,-11.0,0.2
12,42.0,0.3333333333333333
13,51.0,1.0
14,8.0,1.0
15,-57.0,0.4583333333333333
16,-14.0,1.0
17,-7.0,1.0
18,-58.0,1.0
19,-54.0,1.0
20,-48.0,1.0
21,-48.0,1.0
22,-49.0,1.0
23,-49.0,1.0
