,Expectiminimax scores,MCTS win rates
0,-7.31818181818182,0.8333333333333334
1,-12.536585365853659,1.0
2,-13.117647058823518,0.7857142857142857
3,-12.761904761904754,1.0
4,-12.795454545454547,0.8333333333333334
5,-12.934782608695649,0.9142857142857143
6,-12.704545454545453,0.9736842105263158
7,-14.288461538461533,1.0
8,-5.454545454545453,1.0
9,-6.43283582089552,1.0
10,-7.630630630630628,1.0
11,-26.0,1.0
12,-9.0,1.0
13,6.0,0.8571428571428571
14,6.0,0.5
15,13.0,0.2
16,19.0,0.14814814814814814
17,24.0,0.043478260869565216
18,25.0,0.06060606060606061
19,23.0,0.15555555555555556
20,24.0,0.3920265780730897
21,23.0,0.0
22,31.0,0.0
23,36.0,0.0
