,Expectiminimax scores,MCTS win rates
0,-11.075949367088604,1.0
1,-10.826923076923082,1.0
2,1.0892857142857142,0.8333333333333334
3,1.0925925925925928,0.6470588235294118
4,8.269230769230772,0.6363636363636364
5,16.392156862745104,0.7916666666666666
6,16.510638297872337,0.9425287356321839
7,14.811320754716984,0.9709302325581395
8,14.67924528301887,1.0
9,14.83333333333334,1.0
10,14.5625,1.0
11,6.0,1.0
12,-69.0,1.0
13,-62.0,1.0
14,-57.0,1.0
15,-52.0,1.0
16,-51.0,1.0
17,-47.0,0.9761904761904762
18,-45.0,0.987012987012987
19,-71.0,1.0
20,-66.0,1.0
21,-69.0,1.0
22,-55.0,1.0
23,-55.0,1.0
