,Expectiminimax scores,Expectiminimax game scores,MCTS win rates,MCTS game scores
0,-17.908163265306122,0,0.7875,0
1,-26.26190476190475,0,0.7692307692307693,0
2,-25.702702702702712,0,0.7615384615384615,0
3,-5.478260869565215,11,0.8617886178861789,0
4,-6.098039215686274,11,0.9367088607594937,14
5,-17.975,11,0.9452054794520548,14
6,-13.875000000000007,21,0.9895833333333334,14
7,-14.365384615384603,21,0.9841897233201581,20
8,-14.249999999999995,21,1.0,20
9,-11.277777777777777,24,1.0,20
10,0.9705882352941179,36,1.0,20
11,4.0,36,1.0,94
12,-68.0,36,1.0,94
13,-67.0,36,1.0,94
14,-67.0,36,0.9841269841269841,94
15,-68.0,36,1.0,94
16,-67.0,36,1.0,94
17,-69.0,36,1.0,102
18,-73.0,36,1.0,102
19,-76.0,36,1.0,102
20,-79.0,36,1.0,102
21,-78.0,36,1.0,102
22,-76.0,37,1.0,108
23,-78.0,37,1.0,112
