,Expectiminimax scores,Expectiminimax game scores,MCTS win rates,MCTS game scores
0,8.76056338028169,13,0.1368421052631579,0
1,72.77142857142857,75,0.050724637681159424,0
2,71.52542372881355,75,0.034482758620689655,0
3,70.84722222222219,75,0.037037037037037035,0
4,71.13043478260867,75,0.006666666666666667,0
5,81.14285714285712,85,0.026490066225165563,0
6,80.2038834951456,85,0.023809523809523808,0
7,75.09000000000003,85,0.06474820143884892,0
8,65.95348837209303,85,0.05789473684210526,0
9,75.47887323943665,94,0.0,0
10,74.3787878787879,94,0.0,8
11,76.0,94,0.0,64
12,17.0,94,0.1111111111111111,64
13,70.0,146,0.014598540145985401,64
14,69.0,146,0.019867549668874173,64
15,69.0,146,0.014598540145985401,64
16,64.0,146,0.016,64
17,77.0,152,0.004672897196261682,75
18,119.0,202,0.0,75
19,171.0,254,0.0,75
20,168.0,254,0.0,75
21,175.0,259,0.0,75
22,170.0,259,0.0,75
23,198.0,275,0.0,75
