,Expectiminimax scores,Expectiminimax game scores,MCTS win rates,MCTS game scores
0,-26.327586206896562,0,0.6896551724137931,26
1,31.457142857142863,60,0.1366906474820144,26
2,30.298245614035093,60,0.09401709401709402,26
3,29.696969696969685,60,0.13402061855670103,26
4,30.345454545454558,60,0.09352517985611511,26
5,25.850000000000005,60,0.11855670103092783,26
6,25.177777777777788,60,0.15246636771300448,26
7,24.86842105263157,60,0.24017467248908297,26
8,22.833333333333332,60,0.2324159021406728,26
9,32.428571428571416,65,0.892226148409894,26
10,30.478632478632452,65,1.0,26
11,32.0,74,1.0,92
12,-28.0,74,0.7961165048543689,92
13,-26.0,76,0.7636363636363637,92
14,-25.0,76,0.9022556390977443,100
15,-28.0,76,0.9214285714285714,100
16,-29.0,76,0.9127906976744186,100
17,-26.0,77,0.9090909090909091,100
18,-28.0,77,0.9418604651162791,100
19,-29.0,77,0.979381443298969,100
20,-32.0,77,1.0,100
21,-37.0,77,1.0,100
22,-17.0,89,1.0,104
23,-25.0,89,1.0,111
