,Expectiminimax scores,Expectiminimax game scores,MCTS win rates,MCTS game scores
0,-16.099999999999998,0,0.8877551020408163,0
1,-16.211538461538463,0,0.9223300970873787,15
2,-28.47368421052632,0,0.9675324675324676,15
3,-28.489361702127656,0,1.0,15
4,-29.34146341463415,0,1.0,15
5,-23.375000000000007,6,1.0,15
6,-22.91428571428572,6,1.0,15
7,-22.97058823529412,6,1.0,15
8,-30.31578947368421,6,1.0,15
9,-31.999999999999982,6,1.0,15
10,-41.171875,6,1.0,15
11,-45.0,6,1.0,26
12,-16.0,30,0.390625,26
13,-1.0,40,0.2882882882882883,26
14,8.0,44,0.24516129032258063,26
15,21.0,52,0.22988505747126436,26
16,21.0,52,0.18181818181818182,26
17,72.0,102,0.037037037037037035,26
18,70.0,102,0.041666666666666664,26
19,133.0,163,0.0,26
20,189.0,216,0.0,26
21,186.0,216,0.0,26
22,189.0,218,0.0,26
23,182.0,218,0.0,26
