,Expectiminimax scores,Expectiminimax game scores,MCTS win rates,MCTS game scores
0,-16.293478260869566,0,0.7625,0
1,-9.793103448275868,7,0.6346153846153846,0
2,-2.499999999999999,13,0.5648854961832062,0
3,-3.1730769230769242,13,0.5492957746478874,0
4,-2.636363636363636,13,0.5192307692307693,0
5,-3.7142857142857126,13,0.5477386934673367,1
6,-4.137254901960781,13,0.8697478991596639,6
7,-9.227272727272727,13,0.96484375,6
8,-10.088235294117643,13,1.0,6
9,-9.775000000000004,13,1.0,6
10,-5.894736842105257,17,1.0,6
11,-5.0,17,1.0,19
12,-16.0,17,0.5434782608695652,19
13,-4.0,30,0.4270833333333333,19
14,-3.0,30,0.45045045045045046,19
15,3.0,36,0.36134453781512604,29
16,44.0,86,0.09947643979057591,29
17,44.0,86,0.12435233160621761,29
18,44.0,87,0.17938931297709923,29
19,40.0,87,0.21608040201005024,29
20,41.0,87,0.546742209631728,29
21,41.0,87,0.8191268191268192,29
22,47.0,96,1.0,41
23,38.0,96,1.0,104
