,Expectiminimax scores,Expectiminimax game scores,MCTS win rates,MCTS game scores
0,-4.01408450704225,0,0.5441176470588235,0
1,-4.477272727272729,0,0.5196078431372549,0
2,-4.6000000000000005,0,0.6407766990291263,0
3,-4.833333333333334,0,0.6287878787878788,9
4,-13.68888888888889,0,0.6013986013986014,9
5,-14.14285714285714,0,0.7368421052631579,9
6,-14.38,0,0.7878787878787878,9
7,-14.576923076923066,0,0.9126637554585153,9
8,-15.333333333333332,0,1.0,9
9,-15.20512820512821,0,1.0,9
10,-29.298507462686565,0,1.0,10
11,-31.0,0,1.0,12
12,-20.0,12,0.42574257425742573,12
13,-21.0,12,0.5540540540540541,20
14,-29.0,12,0.6458333333333334,34
15,25.0,73,0.2585034013605442,34
16,78.0,126,0.02531645569620253,34
17,78.0,126,0.014388489208633094,34
18,78.0,126,0.043478260869565216,34
19,77.0,126,0.016666666666666666,40
20,71.0,126,0.11363636363636363,40
21,61.0,126,0.0,40
22,83.0,142,0.0,40
23,93.0,142,0.0,58
