,Expectiminimax scores,Expectiminimax game scores,MCTS win rates,MCTS game scores
0,-7.090909090909097,0,0.47368421052631576,10
1,-15.3970588235294,0,0.47674418604651164,10
2,-15.083333333333336,0,0.4672897196261682,10
3,-12.894736842105262,1,0.5151515151515151,10
4,-17.044444444444448,1,0.6115107913669064,15
5,-17.62068965517242,1,0.8674033149171271,15
6,-17.37777777777778,1,0.946236559139785,15
7,-17.750000000000004,1,0.8774703557312253,15
8,-23.0263157894737,1,1.0,15
9,-23.65306122448979,1,1.0,15
10,-19.6875,5,1.0,15
11,-32.0,5,1.0,19
12,-16.0,18,0.5084745762711864,19
13,-6.0,25,0.4745762711864407,19
14,-4.0,25,0.43119266055045874,29
15,49.0,86,0.1276595744680851,29
16,107.0,143,0.01910828025477707,29
17,159.0,195,0.00558659217877095,29
18,221.0,251,0.0,29
19,219.0,251,0.0,29
20,228.0,259,0.0,29
21,226.0,259,0.0,29
22,239.0,271,0.0,29
23,240.0,271,0.0,29
