,Expectiminimax scores,Expectiminimax game scores,MCTS win rates,MCTS game scores
0,-19.59139784946238,0,0.7037037037037037,0
1,-19.671428571428567,0,0.75,0
2,-7.039215686274504,12,0.6542056074766355,0
3,-7.1020408163265305,12,0.7008547008547008,0
4,-7.170212765957447,12,0.7034482758620689,0
5,-7.195652173913047,12,0.6524390243902439,0
6,-9.744186046511635,12,0.7225433526011561,16
7,-10.642857142857139,12,0.7592592592592593,16
8,-11.279411764705891,12,0.8690476190476191,16
9,-11.452380952380947,12,1.0,16
10,-16.85057471264368,12,1.0,16
11,-24.0,12,1.0,24
12,-31.0,12,0.9375,24
13,-32.0,12,0.9636363636363636,24
14,-41.0,12,0.9921259842519685,37
15,-54.0,12,1.0,37
16,-53.0,12,0.9872611464968153,37
17,-57.0,12,1.0,37
18,-63.0,12,0.9952380952380953,37
19,-64.0,12,1.0,37
20,-72.0,12,1.0,37
21,-74.0,12,1.0,37
22,-70.0,16,1.0,61
23,-60.0,16,1.0,83
