,Expectiminimax scores,Expectiminimax game scores,MCTS win rates,MCTS game scores
0,69.25000000000004,72,0.02857142857142857,0
1,61.844827586206904,72,0.030927835051546393,0
2,62.56521739130431,72,0.01904761904761905,0
3,58.150943396226445,72,0.016,0
4,68.63291139240508,78,0.034782608695652174,0
5,71.47945205479452,80,0.007194244604316547,0
6,70.60526315789471,80,0.06993006993006994,0
7,70.10714285714286,80,0.022222222222222223,0
8,70.61224489795916,80,0.08950617283950617,0
9,81.17948717948721,85,0.4688279301745636,0
10,80.38095238095237,85,0.0,0
11,84.0,85,0.0,50
12,24.0,85,0.0989010989010989,50
13,86.0,146,0.017543859649122806,50
14,144.0,204,0.0,50
15,142.0,204,0.007194244604316547,50
16,149.0,211,0.0,50
17,147.0,211,0.0,50
18,154.0,215,0.0,50
19,147.0,215,0.0,50
20,146.0,215,0.0,50
21,144.0,215,0.0,50
22,152.0,228,0.0,50
23,153.0,228,0.0,58
