,MCTS,Expectiminimax
0,46,54
1,126,24
2,83,17
3,241,9
4,99,101
5,54,46
6,79,121
7,173,27
8,96,104
9,140,60
10,36,64
11,59,91
12,158,42
13,49,51
14,94,106
15,171,29
16,198,52
17,51,49
18,275,75
19,145,55
20,101,49
21,35,65
22,106,44
23,87,113
24,46,104
25,423,27
26,89,111
27,411,39
28,49,51
29,46,104
30,224,26
31,56,94
32,56,44
33,79,121
34,41,59
35,44,56
36,48,52
37,52,48
38,52,48
39,153,47
40,40,60
41,91,59
42,204,46
43,49,51
44,42,108
45,159,41
46,206,44
47,39,61
48,87,63
49,88,112
