,Expectiminimax scores,Expectiminimax game scores,MCTS win rates,MCTS game scores
0,-8.704225352112678,6,0.8863636363636364,11
1,-8.819672131147549,6,0.8695652173913043,11
2,-16.97619047619049,6,0.8867924528301887,11
3,-10.22857142857143,18,0.987012987012987,70
4,-55.555555555555564,18,0.9868421052631579,70
5,-45.36363636363636,28,0.9789473684210527,70
6,-46.2688172043011,28,1.0,70
7,-51.902912621359235,28,1.0,70
8,-47.91428571428575,32,1.0,70
9,-44.312499999999986,35,1.0,70
10,-45.42857142857142,35,1.0,75
11,-46.0,35,1.0,76
12,1.0,85,0.47692307692307695,76
13,53.0,137,0.13043478260869565,76
14,105.0,189,0.02666666666666667,76
15,104.0,189,0.05084745762711865,83
16,99.0,189,0.05263157894736842,83
17,97.0,189,0.031578947368421054,83
18,96.0,189,0.11267605633802817,83
19,122.0,208,0.031496062992125984,83
20,120.0,208,0.22023809523809523,83
21,123.0,209,0.0,83
22,34.0,217,0.0,83
23,133.0,217,0.0,133
