,Expectiminimax scores,Expectiminimax game scores,MCTS win rates,MCTS game scores
0,1.6116504854368925,11,0.7297297297297297,0
1,4.631578947368421,20,0.9253731343283582,67
2,-52.268292682926834,20,1.0,67
3,-48.35,24,1.0,67
4,-47.00000000000001,24,1.0,67
5,-48.94,24,1.0,67
6,-32.68571428571426,39,1.0,67
7,-37.851851851851805,41,1.0,67
8,-37.849056603773555,41,1.0,67
9,-48.82352941176474,41,1.0,67
10,-48.05970149253732,41,1.0,67
11,-57.0,41,1.0,85
12,-47.0,48,1.0,85
13,-46.0,48,1.0,85
14,-46.0,48,1.0,85
15,-49.0,48,1.0,85
16,-42.0,52,1.0,85
17,-42.0,52,1.0,85
18,-50.0,52,1.0,85
19,-48.0,52,1.0,85
20,-50.0,52,1.0,85
21,-49.0,52,1.0,85
22,-48.0,52,1.0,91
23,-50.0,52,1.0,97
