,Expectiminimax scores,Expectiminimax game scores,MCTS win rates,MCTS game scores
0,3.3278688524590208,13,0.425531914893617,0
1,8.245901639344257,13,0.40816326530612246,0
2,13.203389830508474,18,0.28846153846153844,0
3,5.066666666666668,18,0.2714285714285714,0
4,10.916666666666668,24,0.21794871794871795,0
5,22.127659574468087,35,0.1797752808988764,0
6,21.437500000000007,35,0.40336134453781514,0
7,17.794871794871792,35,0.5182926829268293,0
8,27.355555555555572,47,0.61,0
9,22.102564102564113,49,0.9646017699115044,10
10,18.818181818181813,49,1.0,10
11,20.0,49,1.0,77
12,-38.0,49,0.9803921568627451,77
13,-32.0,55,0.9833333333333333,77
14,-33.0,55,1.0,77
15,-32.0,55,0.9787234042553191,77
16,-32.0,55,0.9830508474576272,77
17,-31.0,55,0.9880952380952381,77
18,-32.0,55,0.9921259842519685,77
19,-33.0,55,1.0,77
20,-33.0,55,1.0,77
21,-31.0,57,1.0,77
22,-33.0,57,1.0,77
23,-41.0,57,1.0,86
