,Expectiminimax scores,Expectiminimax game scores,MCTS win rates,MCTS game scores
0,-5.524752475247529,0,0.6818181818181818,0
1,-14.735849056603781,0,0.7010309278350515,0
2,-5.67857142857143,9,0.5585585585585585,0
3,-5.814814814814813,9,0.6301369863013698,0
4,-6.0,9,0.6759776536312849,12
5,-17.640000000000004,9,0.6717948717948717,12
6,-13.687499999999995,13,0.7771084337349398,12
7,-20.446808510638302,13,0.832579185520362,30
8,-21.18,13,0.9880478087649402,30
9,-7.578947368421051,26,1.0,30
10,-5.657142857142854,28,1.0,30
11,-14.0,28,1.0,30
12,-8.0,36,0.6373626373626373,30
13,-4.0,39,0.5833333333333334,30
14,-3.0,39,0.5483870967741935,30
15,-3.0,39,0.6929824561403509,36
16,-8.0,39,0.7171717171717171,36
17,-8.0,39,0.6756756756756757,36
18,-9.0,39,0.96875,41
19,-14.0,39,0.9921259842519685,41
20,-8.0,45,1.0,41
21,-9.0,45,1.0,41
22,-7.0,47,1.0,41
23,7.0,48,1.0,102
