,Expectiminimax scores,Expectiminimax game scores,MCTS win rates,MCTS game scores
0,-14.099999999999987,1,0.7448979591836735,0
1,-20.057692307692307,1,0.8877551020408163,0
2,-24.256410256410273,1,0.7948717948717948,0
3,-3.145833333333335,18,0.8583333333333333,0
4,-3.3243243243243237,18,0.8461538461538461,0
5,-3.239130434782611,18,0.9298245614035088,0
6,-3.674418604651164,18,0.9634703196347032,18
7,-4.704545454545455,18,0.993421052631579,18
8,-5.34722222222222,18,1.0,18
9,-6.699346405228746,18,1.0,18
10,-15.957894736842102,18,1.0,34
11,-23.0,18,1.0,34
12,-23.0,25,0.8144329896907216,34
13,-23.0,25,0.9313725490196079,34
14,-14.0,34,0.9689922480620154,34
15,-13.0,34,0.9587628865979382,34
16,-15.0,34,0.9908256880733946,34
17,-15.0,34,0.9671052631578947,34
18,-17.0,34,0.984251968503937,34
19,-11.0,39,0.9818181818181818,34
20,-12.0,39,1.0,34
21,-13.0,39,1.0,34
22,-3.0,48,1.0,49
23,-7.0,48,1.0,52
