,Expectiminimax scores,Expectiminimax game scores,MCTS win rates,MCTS game scores
0,-16.539682539682516,0,0.49557522123893805,12
1,-10.189189189189191,11,0.5035460992907801,12
2,-6.882352941176465,11,0.5639097744360902,12
3,-8.44736842105263,11,0.47674418604651164,12
4,-7.999999999999999,14,0.7474226804123711,12
5,-9.560000000000002,14,0.8,12
6,-8.914893617021272,14,0.8808664259927798,12
7,-9.111111111111112,14,0.9690265486725663,12
8,-14.93023255813954,14,1.0,12
9,-23.300000000000004,14,1.0,12
10,-21.739999999999995,14,1.0,12
11,-11.0,23,1.0,25
12,-23.0,23,0.9583333333333334,25
13,-24.0,23,0.9622641509433962,25
14,-27.0,23,0.9448818897637795,25
15,-37.0,23,0.9661016949152542,35
16,-45.0,23,0.9738219895287958,35
17,-46.0,23,0.9675925925925926,35
18,-42.0,27,0.9802371541501976,35
19,-44.0,27,1.0,35
20,-27.0,35,1.0,35
21,-28.0,35,1.0,35
22,-27.0,35,1.0,36
23,-33.0,35,1.0,55
