,Expectiminimax scores,Expectiminimax game scores,MCTS win rates,MCTS game scores
0,-5.6461538461538385,0,0.7142857142857143,0
1,-5.6041666666666705,0,0.5932203389830508,0
2,4.204081632653062,10,0.7808219178082192,15
3,-9.084745762711862,10,0.8450704225352113,15
4,-9.647058823529406,10,0.8333333333333334,15
5,-8.615384615384617,10,0.8712871287128713,15
6,-8.657894736842103,10,0.9914529914529915,15
7,-10.522727272727264,10,1.0,15
8,-11.428571428571423,10,1.0,15
9,-11.553191489361696,10,1.0,15
10,-13.184210526315784,10,1.0,15
11,-19.0,10,1.0,28
12,-25.0,16,0.9230769230769231,28
13,-24.0,16,0.9387755102040817,28
14,-25.0,16,0.9302325581395349,28
15,-22.0,18,0.9285714285714286,28
16,-22.0,18,0.9142857142857143,39
17,-32.0,18,0.9655172413793104,48
18,-34.0,21,0.9636363636363636,48
19,-36.0,21,0.9818181818181818,48
20,-21.0,34,1.0,48
21,-24.0,34,1.0,48
22,-29.0,34,1.0,49
23,-37.0,34,1.0,66
