,Expectiminimax scores,Expectiminimax game scores,MCTS win rates,MCTS game scores
0,-3.985714285714283,0,0.3469387755102041,0
1,-8.108108108108112,0,0.3142857142857143,0
2,12.937500000000007,19,0.19230769230769232,0
3,13.341463414634148,19,0.12941176470588237,0
4,30.000000000000018,33,0.2916666666666667,0
5,20.697674418604645,33,0.28125,0
6,27.634146341463417,40,0.24545454545454545,0
7,39.00000000000002,52,0.4222222222222222,9
8,39.18987341772151,52,0.7442922374429224,9
9,-43.77173913043479,52,0.8557046979865772,9
10,-44.5842696629213,54,1.0,9
11,45.0,58,1.0,68
12,-12.0,58,0.375,68
13,-13.0,58,0.56,68
14,-12.0,58,0.46835443037974683,68
15,-13.0,58,0.5409836065573771,68
16,-12.0,58,0.6172839506172839,68
17,-2.0,68,0.5393258426966292,68
18,-3.0,68,0.7555555555555555,68
19,-3.0,68,0.8596491228070176,68
20,3.0,74,1.0,68
21,1.0,74,1.0,68
22,0.0,74,1.0,68
23,-6.0,74,1.0,126
