,Expectiminimax scores,Expectiminimax game scores,MCTS win rates,MCTS game scores
0,-10.095238095238095,0,0.8444444444444444,0
1,0.3137254901960782,6,0.7647058823529411,0
2,1.2375000000000005,6,0.717948717948718,10
3,-7.235294117647053,6,0.8309859154929577,10
4,-8.038461538461531,6,0.9538461538461539,17
5,-14.977777777777787,6,0.9857142857142858,17
6,-4.125,17,0.9736842105263158,17
7,-5.222222222222225,17,1.0,17
8,-4.453333333333334,17,1.0,17
9,-2.5,19,1.0,17
10,-5.348837209302324,19,1.0,19
11,-12.0,19,1.0,32
12,-36.0,19,0.8958333333333334,32
13,-34.0,19,0.9166666666666666,40
14,-34.0,19,0.9607843137254902,40
15,-44.0,19,0.9841269841269841,40
16,-44.0,19,0.9655172413793104,40
17,-44.0,19,0.963302752293578,40
18,-49.0,19,0.9921875,40
19,-51.0,19,1.0,40
20,-52.0,19,1.0,40
21,-53.0,19,1.0,40
22,-57.0,19,1.0,49
23,-54.0,19,1.0,71
