,Expectiminimax scores,Expectiminimax game scores,MCTS win rates,MCTS game scores
0,-17.190476190476176,0,0.7160493827160493,0
1,-17.282051282051285,0,0.6382978723404256,0
2,-6.28,12,0.68,0
3,-4.306122448979588,14,0.7560975609756098,0
4,-4.175000000000003,14,0.6466165413533834,1
5,-4.021739130434783,14,0.7573529411764706,1
6,-9.130434782608697,14,0.8366013071895425,1
7,-10.000000000000004,14,1.0,1
8,-10.019230769230768,14,1.0,1
9,-18.97183098591549,14,1.0,1
10,-12.651162790697677,19,1.0,1
11,-28.0,19,1.0,20
12,-16.0,35,0.7884615384615384,20
13,-16.0,35,0.9154929577464789,32
14,-19.0,35,0.9692307692307692,33
15,-19.0,35,0.9803921568627451,33
16,-21.0,35,1.0,33
17,-15.0,42,1.0,33
18,-14.0,42,1.0,33
19,-16.0,42,1.0,33
20,-18.0,42,1.0,33
21,-16.0,42,1.0,33
22,-17.0,42,1.0,33
23,-21.0,42,1.0,51
