,Expectiminimax game scores,Expectiminimax scores,MCTS game scores,MCTS win rates
0,0,-5.829268292682924,0,0.5
1,7,1.169230769230769,0,0.0
2,72,69.0,0,0.0
3,122,118.939393939394,0,0.0
4,175,171.96875,0,0.0
5,175,170.55102040816317,0,0.0
6,175,171.22222222222223,0,0.0
7,175,171.11627906976744,0,0.0
8,225,221.67857142857142,0,0.0
9,225,210.31818181818178,0,0.0
10,234,219.642857142857,0,0.0
11,234,220.0,0,0.0
12,250,235.0,0,0.0
13,256,242.0,0,0.0
14,313,300.0,0,0.0
15,313,295.0,0,0.0
16,313,294.0,0,0.0
17,317,302.0,0,0.0
18,367,354.0,0,0.0
19,367,352.0,0,0.0
20,367,341.0,0,0.0
21,367,340.0,0,0.0
22,367,340.0,0,0.0
23,367,331.0,25,0.0
