,Expectiminimax game scores,Expectiminimax scores,MCTS game scores,MCTS win rates
0,0,-8.95454545454546,0,0.1111111111111111
1,8,-1.660377358490566,0,0.1
2,22,16.638888888888896,0,0.2
3,30,26.17391304347827,0,0.0
4,30,25.29166666666666,0,0.2
5,30,25.39024390243904,0,0.0
6,42,38.13953488372095,0,0.0
7,42,38.186046511627914,0,0.0
8,42,30.806451612903206,0,0.0
9,42,30.909090909090928,0,0.0
10,54,42.907407407407426,0,0.0
11,54,38.0,0,0.0
12,70,47.0,0,0.0
13,76,58.0,0,0.0
14,131,117.0,0,0.0
15,131,114.0,0,0.0
16,132,117.0,0,0.0
17,134,119.0,0,0.0
18,184,170.0,0,0.0
19,184,168.0,0,0.0
20,184,168.0,0,0.0
21,184,169.0,0,0.0
22,184,168.0,0,0.0
23,184,177.0,0,0.0
