,Expectiminimax game scores,Expectiminimax scores,MCTS game scores,MCTS win rates
0,0,-5.750000000000001,0,0.0
1,8,2.685185185185185,0,0.08333333333333333
2,59,55.911764705882334,0,0.0
3,59,54.580000000000005,0,0.0
4,59,55.77083333333335,0,0.0
5,59,54.87999999999998,0,0.0
6,65,61.22857142857141,0,0.0
7,77,72.5813953488372,0,0.0
8,84,69.6315789473684,0,0.0
9,84,69.58333333333331,0,0.0
10,84,68.3125,0,0.0
11,84,69.0,0,0.0
12,86,60.0,0,0.0
13,89,63.0,0,0.0
14,94,68.0,0,0.0
15,94,69.0,0,0.0
16,104,88.0,0,0.0
17,119,104.0,0,0.0
18,119,105.0,0,0.0
19,119,105.0,0,0.0
20,119,104.0,0,0.0
21,119,95.0,0,0.0
22,120,90.0,0,0.0
23,120,96.0,24,0.0
