,Expectiminimax game scores,Expectiminimax scores,MCTS game scores,MCTS win rates
0,11,-1.0303030303030307,0,0.0
1,13,0.8999999999999998,0,0.0
2,13,0.8333333333333334,0,0.0
3,13,0.20512820512820495,0,0.08333333333333333
4,21,16.775510204081638,0,0.0
5,21,17.52173913043478,0,0.0
6,71,67.7666666666667,0,0.0
7,71,66.82000000000004,0,0.0
8,76,71.39534883720931,0,0.0
9,76,71.91428571428573,0,0.0
10,76,71.15151515151513,0,0.0
11,76,65.0,0,0.0
12,83,69.0,0,0.0
13,83,69.0,0,0.0
14,83,67.0,0,0.0
15,99,86.0,0,0.0
16,99,88.0,0,0.0
17,114,101.0,0,0.0
18,164,152.0,0,0.0
19,164,150.0,0,0.0
20,173,159.0,0,0.0
21,179,165.0,0,0.0
22,179,159.0,6,0.0
23,179,154.0,21,0.0
