,Expectiminimax game scores,Expectiminimax scores,MCTS game scores,MCTS win rates
0,12,1.6555555555555561,0,1.0
1,12,0.46315789473684194,0,0.42857142857142855
2,18,12.948051948051948,0,0.7
3,26,21.056603773584918,0,0.5714285714285714
4,28,23.249999999999996,0,0.4444444444444444
5,28,23.023809523809533,0,0.7692307692307693
6,35,30.000000000000004,0,0.14285714285714285
7,35,20.365853658536587,0,0.2
8,35,19.054545454545455,0,0.9348659003831418
9,35,20.333333333333343,10,0.9992044550517104
10,35,15.52380952380953,11,1.0
11,35,11.0,83,1.0
12,35,-54.0,83,0.7142857142857143
13,89,1.0,83,0.0
14,89,0.0,83,0.0
15,106,21.0,83,0.0
16,165,81.0,83,0.0
17,215,131.0,83,0.0
18,215,129.0,83,0.0
19,215,129.0,83,0.0
20,215,127.0,83,0.0
21,215,126.0,83,0.0
22,215,127.0,84,0.0
23,215,125.0,85,0.0
