,Expectiminimax game scores,Expectiminimax scores,MCTS game scores,MCTS win rates
0,0,-4.637362637362636,0,0.25
1,1,-3.9999999999999982,0,0.6666666666666666
2,3,-2.0,0,0.7272727272727273
3,3,-1.952380952380952,0,0.7333333333333333
4,3,-1.4736842105263153,0,0.7058823529411765
5,3,-2.212765957446809,0,0.967741935483871
6,3,-2.8476190476190473,0,0.6216216216216216
7,13,7.1262135922330145,0,0.12280701754385964
8,19,13.12941176470587,0,0.0
9,19,12.954545454545453,0,0.0
10,19,12.324324324324323,0,0.0
11,19,1.0,0,0.0
12,28,-1.0,0,0.0
13,41,14.0,0,0.0
14,47,21.0,0,0.0
15,49,23.0,0,0.0
16,55,29.0,0,0.0
17,62,36.0,0,0.03571428571428571
18,70,44.0,0,0.0
19,73,47.0,0,0.0
20,73,48.0,0,0.0
21,73,48.0,0,0.0
22,73,48.0,11,0.0
23,73,55.0,23,0.0
