,Expectiminimax game scores,Expectiminimax scores,MCTS game scores,MCTS win rates
0,0,-16.88709677419354,0,0.0
1,11,4.2745098039215685,0,0.16666666666666666
2,13,3.843137254901961,0,0.5
3,13,4.571428571428572,0,0.38461538461538464
4,13,4.489361702127659,0,0.2631578947368421
5,21,12.400000000000004,0,0.043478260869565216
6,85,82.13333333333328,0,0.0
7,85,80.66666666666661,0,0.0
8,85,80.16455696202527,0,0.0
9,91,76.76470588235291,0,0.0
10,91,64.22448979591836,0,0.0
11,91,62.0,10,0.0
12,91,51.0,10,0.0
13,104,75.0,10,0.0
14,114,91.0,10,0.0
15,114,91.0,10,0.0
16,114,91.0,10,0.0
17,114,91.0,10,0.0
18,121,98.0,10,0.0
19,121,98.0,10,0.0
20,121,97.0,10,0.0
21,121,97.0,16,0.0
22,121,91.0,28,0.0
23,121,89.0,28,0.0
