,Expectiminimax game scores,Expectiminimax scores,MCTS game scores,MCTS win rates
0,5,0.8923076923076922,0,0.0
1,5,0.6122448979591838,0,0.08333333333333333
2,19,14.951612903225795,0,0.06666666666666667
3,19,8.75,0,0.10526315789473684
4,19,8.666666666666668,0,0.0
5,26,22.083333333333318,0,0.0
6,26,13.196428571428566,0,0.0
7,26,12.784615384615371,0,0.0
8,37,23.478260869565233,0,0.0
9,37,22.828125,0,0.0
10,46,40.83333333333331,0,0.0
11,46,40.0,0,0.0
12,56,41.0,0,0.0
13,64,50.0,0,0.0
14,67,53.0,0,0.0
15,67,53.0,0,0.0
16,71,56.0,0,0.0
17,71,57.0,0,0.0
18,71,57.0,0,0.0
19,71,49.0,0,0.0
20,71,50.0,0,0.0
21,71,47.0,0,0.0
22,73,42.0,0,0.0
23,73,53.0,12,0.0
