,Expectiminimax game scores,Expectiminimax scores,MCTS game scores,MCTS win rates
0,0,-8.66666666666667,0,0.16666666666666666
1,11,2.897727272727272,0,0.2222222222222222
2,22,13.174242424242424,0,0.25
3,26,21.604651162790688,0,0.0
4,76,72.90625,0,0.0
5,126,122.83870967741935,0,0.0
6,176,172.76666666666665,0,0.0
7,226,222.68965517241384,0,0.0
8,226,214.0,0,0.0
9,226,213.12765957446808,0,0.0
10,238,226.09756097560975,0,0.0
11,238,219.0,8,0.0
12,245,225.0,8,0.0
13,259,240.0,8,0.0
14,259,239.0,8,0.0
15,261,241.0,8,0.0
16,261,241.0,8,0.0
17,268,248.0,8,0.0
18,274,254.0,8,0.0
19,274,252.0,8,0.0
20,278,256.0,8,0.0
21,278,258.0,8,0.0
22,278,256.0,8,0.0
23,278,250.0,13,0.0
