,Expectiminimax game scores,Expectiminimax scores,MCTS game scores,MCTS win rates
0,12,-154.04838709677418,0,0.0
1,12,7.631578947368417,0,0.18181818181818182
2,17,12.597826086956529,0,0.25
3,17,6.486111111111108,0,0.1875
4,23,18.862745098039216,0,0.3333333333333333
5,31,26.882352941176485,0,0.2
6,31,18.783783783783775,0,0.391304347826087
7,31,6.760000000000005,0,0.2608695652173913
8,43,18.86290322580645,0,0.0
9,43,16.981735159817365,0,0.0
10,45,20.931623931623893,11,0.0
11,45,21.0,19,0.0
12,105,72.0,19,0.0
13,155,122.0,19,0.0
14,209,176.0,19,0.0
15,209,174.0,19,0.0
16,209,175.0,19,0.0
17,216,182.0,19,0.0
18,216,183.0,19,0.0
19,216,182.0,19,0.0
20,216,183.0,19,0.0
21,216,182.0,19,0.0
22,216,180.0,19,0.0
23,216,177.0,34,0.0
