,Expectiminimax game scores,Expectiminimax scores,MCTS game scores,MCTS win rates
0,0,-6.499999999999994,0,0.1111111111111111
1,11,3.4918032786885256,0,0.18181818181818182
2,64,60.529411764705856,0,0.0
3,64,58.74999999999998,0,0.0
4,64,58.70212765957448,0,0.0
5,70,64.78260869565219,0,0.0
6,77,71.97727272727273,0,0.0
7,77,71.8367346938775,0,0.0
8,77,71.94444444444439,0,0.0
9,83,78.03773584905665,0,0.0
10,83,75.87499999999996,0,0.0
11,83,63.0,14,0.0
12,94,68.0,14,0.0
13,97,71.0,14,0.0
14,97,71.0,14,0.0
15,110,80.0,14,0.0
16,114,80.0,14,0.0
17,114,81.0,14,0.0
18,114,79.0,14,0.0
19,122,95.0,14,0.0
20,122,93.0,14,0.0
21,122,95.0,14,0.0
22,122,95.0,23,0.0
23,122,89.0,23,0.0
