,Expectiminimax game scores,Expectiminimax scores,MCTS game scores,MCTS win rates
0,0,-5.836734693877546,0,0.2222222222222222
1,2,-2.876543209876543,0,0.18181818181818182
2,3,-1.8431372549019613,0,0.15384615384615385
3,3,-2.9210526315789465,0,0.3157894736842105
4,15,6.270833333333332,0,0.23809523809523808
5,15,7.043478260869565,0,0.3333333333333333
6,15,7.000000000000003,0,0.42857142857142855
7,15,6.3061224489795915,0,1.0
8,15,5.387499999999995,0,1.0
9,15,-8.867469879518072,4,1.0
10,15,-8.134615384615381,4,1.0
11,15,-12.0,17,1.0
12,15,-23.0,17,0.0
13,15,-26.0,17,0.09090909090909091
14,33,1.0,17,0.07692307692307693
15,44,14.0,17,0.125
16,47,17.0,17,0.21428571428571427
17,47,16.0,17,0.14285714285714285
18,59,29.0,17,0.0
19,65,35.0,17,0.0
20,65,35.0,17,0.0
21,65,35.0,17,0.0
22,65,33.0,17,0.0
23,65,38.0,29,0.0
