,Expectiminimax game scores,Expectiminimax scores,MCTS game scores,MCTS win rates
0,0,-5.951219512195115,0,0.0
1,7,0.7818181818181822,0,0.09090909090909091
2,9,3.9433962264150955,0,0.14285714285714285
3,12,6.961538461538463,0,0.1111111111111111
4,18,13.039215686274515,0,0.09523809523809523
5,18,13.928571428571434,0,0.14285714285714285
6,18,6.166666666666669,0,0.125
7,18,5.604166666666666,0,0.509090909090909
8,18,-4.851063829787234,0,0.3482142857142857
9,18,-5.127659574468087,0,1.0
10,18,-6.6666666666666705,8,1.0
11,18,-6.0,8,1.0
12,41,18.0,8,0.0
13,94,74.0,8,0.0
14,94,71.0,8,0.0
15,145,125.0,8,0.0
16,199,179.0,8,0.0
17,254,234.0,8,0.0
18,254,232.0,8,0.0
19,263,241.0,8,0.0
20,269,247.0,8,0.0
21,269,248.0,8,0.0
22,281,260.0,19,0.0
23,281,259.0,19,0.0
