,Expectiminimax game scores,Expectiminimax scores,MCTS game scores,MCTS win rates
0,0,-8.753086419753098,0,0.0
1,13,5.77358490566038,0,0.3333333333333333
2,15,7.76923076923077,0,0.07692307692307693
3,15,5.954545454545454,0,0.058823529411764705
4,30,25.819999999999986,0,0.0
5,34,29.893617021276597,0,0.0
6,34,29.886363636363637,0,0.0
7,34,29.04255319148937,0,0.0
8,34,20.692307692307697,0,0.0
9,34,13.583333333333343,0,0.0
10,34,13.59090909090908,0,0.0
11,42,24.0,0,0.0
12,51,31.0,0,0.0
13,57,42.0,0,0.0
14,57,44.0,0,0.0
15,64,42.0,0,0.0
16,75,59.0,0,0.0
17,88,73.0,0,0.0
18,94,86.0,0,0.0
19,94,86.0,0,0.0
20,94,86.0,0,0.0
21,94,85.0,0,0.0
22,94,85.0,0,0.0
23,94,86.0,0,0.0
