,Expectiminimax game scores,Expectiminimax scores,MCTS game scores,MCTS win rates
0,26,16.328947368421048,0,0.0
1,28,18.295081967213104,0,0.0
2,28,18.224137931034488,0,0.0
3,28,17.465517241379317,0,0.0
4,28,18.236363636363635,0,0.09090909090909091
5,28,18.16981132075472,0,0.0
6,28,18.15384615384615,0,0.025
7,28,17.42307692307692,0,0.13793103448275862
8,28,10.450000000000001,0,0.17894736842105263
9,28,9.45588235294118,0,0.0
10,39,20.611940298507466,0,0.0
11,39,14.0,6,0.0
12,52,32.0,6,0.0
13,61,44.0,6,0.0
14,69,49.0,6,0.0
15,73,54.0,6,0.0
16,76,57.0,6,0.0
17,76,58.0,6,0.0
18,81,64.0,6,0.0
19,81,64.0,6,0.0
20,81,62.0,6,0.0
21,81,60.0,18,0.0
22,81,60.0,18,0.0
23,81,58.0,18,0.0
