,Expectiminimax scores,Expectiminimax game scores,MCTS win rates,MCTS game scores
0,-3.643835616438356,9,0.49019607843137253,0
1,-1.9122807017543857,11,0.543859649122807,0
2,-1.4074074074074074,11,0.5466666666666666,0
3,-0.7959183673469382,11,0.48936170212765956,8
4,-0.9859154929577474,11,0.6630434782608695,8
5,-5.804347826086954,11,0.5739130434782609,8
6,-5.627906976744188,11,0.6864406779661016,8
7,-5.1,11,0.8911917098445595,8
8,-6.204545454545456,11,0.9580152671755725,8
9,-7.409090909090911,11,1.0,8
10,-10.250000000000004,11,1.0,11
11,-4.0,12,1.0,66
12,-69.0,12,1.0,66
13,-68.0,12,1.0,66
14,-66.0,14,1.0,66
15,-66.0,14,1.0,66
16,-60.0,26,1.0,66
17,-59.0,26,1.0,66
18,-49.0,38,1.0,66
19,-61.0,38,1.0,66
20,-50.0,49,1.0,66
21,-50.0,49,1.0,73
22,-50.0,49,1.0,83
23,-43.0,49,1.0,96
