,Expectiminimax scores,Expectiminimax game scores,MCTS win rates,MCTS game scores
0,-17.92241379310341,0,0.6111111111111112,0
1,6.589743589743582,12,0.5192307692307693,0
2,8.116666666666669,13,0.5185185185185185,0
3,9.470588235294116,13,0.5106382978723404,0
4,8.983870967741934,13,0.5733333333333334,0
5,8.450980392156863,13,0.5523809523809524,10
6,-1.2000000000000002,13,0.8296296296296296,10
7,-3.6595744680851077,13,0.9348837209302325,10
8,-4.477272727272727,13,1.0,10
9,0.4285714285714284,18,1.0,10
10,-1.0515463917525785,18,1.0,10
11,-4.0,18,1.0,20
12,51.0,83,0.17647058823529413,20
13,109.0,141,0.043478260869565216,20
14,106.0,141,0.06,20
15,106.0,141,0.018867924528301886,20
16,107.0,141,0.023809523809523808,20
17,105.0,141,0.06666666666666667,20
18,107.0,141,0.0625,21
19,162.0,195,0.0,21
20,218.0,251,0.0,21
21,209.0,251,0.0,21
22,200.0,251,0.0,21
23,199.0,251,0.0,39
