,MCTS,Expectiminimax
0,39,61
1,29,71
2,143,57
3,56,94
4,48,52
5,145,55
6,167,83
7,97,53
8,37,63
9,99,101
10,44,56
11,54,46
12,360,40
13,46,54
14,111,39
15,34,66
16,71,79
17,263,37
18,57,143
19,39,61
20,46,54
21,74,126
22,67,33
23,98,52
24,43,57
25,40,60
26,36,64
27,216,34
28,50,50
29,49,51
30,258,42
31,44,56
32,47,53
33,50,50
34,51,99
35,90,110
36,99,101
37,50,50
38,49,51
39,41,59
40,114,36
41,41,59
42,115,35
43,49,51
44,180,20
45,72,78
46,46,54
47,106,94
48,58,92
49,44,56
