,Expectiminimax scores,Expectiminimax game scores,MCTS win rates,MCTS game scores
0,-1.4411764705882353,9,0.725,0
1,-1.8833333333333326,9,0.847457627118644,6
2,-1.5116279069767433,9,0.8846153846153846,6
3,-0.8749999999999998,9,0.8505747126436781,6
4,-2.8717948717948705,9,0.8979591836734694,6
5,0.7608695652173909,11,0.944954128440367,6
6,-0.21052631578947364,11,0.9583333333333334,6
7,-8.323076923076908,11,1.0,6
8,-1.1199999999999997,16,1.0,6
9,-2.788990825688072,16,1.0,6
10,-3.19277108433735,16,1.0,6
11,-8.0,16,1.0,32
12,-28.0,18,0.875,32
13,-25.0,21,0.8591549295774648,32
14,-34.0,21,0.90625,40
15,-33.0,21,1.0,51
16,-44.0,21,1.0,51
17,-43.0,21,1.0,51
18,-39.0,25,1.0,51
19,-40.0,25,1.0,51
20,-50.0,25,1.0,51
21,-50.0,25,1.0,51
22,-29.0,36,1.0,63
23,-30.0,36,1.0,63
