,Expectiminimax game scores,Expectiminimax scores,MCTS game scores,MCTS win rates
0,0,-8.385416666666668,0,0.0
1,16,11.725490196078434,0,0.2727272727272727
2,16,11.7,0,0.35714285714285715
3,16,11.019230769230775,0,0.16666666666666666
4,23,18.200000000000006,0,0.043478260869565216
5,23,17.412371134020592,0,0.17391304347826086
6,23,11.605633802816909,0,0.34375
7,23,4.537037037037038,0,0.47619047619047616
8,23,3.5096153846153872,0,0.4888888888888889
9,23,2.045454545454544,0,0.0
10,43,30.882352941176457,0,0.0
11,43,15.0,17,0.0
12,49,19.0,17,0.0
13,51,21.0,17,0.0
14,51,20.0,17,0.0
15,51,21.0,17,0.0
16,51,15.0,17,0.0
17,70,40.0,17,0.0
18,71,41.0,17,0.0
19,71,41.0,17,0.0
20,71,40.0,17,0.0
21,71,40.0,17,0.0
22,71,40.0,29,0.0
23,71,39.0,29,0.0
