,Expectiminimax game scores,Expectiminimax scores,MCTS game scores,MCTS win rates
0,0,-14.90410958904109,0,0.0
1,13,-2.701149425287357,0,0.18181818181818182
2,15,-2.701492537313433,0,0.13333333333333333
3,18,0.1428571428571434,0,0.0
4,18,-0.102564102564102,0,0.19230769230769232
5,22,8.140000000000002,0,0.21875
6,27,13.260869565217392,0,0.0
7,27,12.52941176470589,0,0.0
8,27,12.584905660377368,0,0.0
9,27,11.089552238805966,0,0.0
10,27,9.247191011235959,0,0.0
11,27,4.0,12,0.0
12,34,10.0,12,0.2222222222222222
13,36,12.0,12,0.0
14,36,13.0,12,0.07692307692307693
15,48,24.0,12,0.0625
16,48,24.0,12,0.0
17,54,30.0,12,0.0
18,54,30.0,12,0.0
19,54,22.0,12,0.0
20,54,12.0,12,0.0
21,62,22.0,12,0.0
22,62,20.0,12,0.0
23,62,21.0,23,0.0
