,Expectiminimax game scores,Expectiminimax scores,MCTS game scores,MCTS win rates
0,0,-6.255639097744372,0,0.16666666666666666
1,12,7.487499999999998,0,0.3333333333333333
2,62,58.852941176470615,0,0.0
3,116,112.78787878787878,0,0.0
4,116,111.265306122449,0,0.0
5,121,116.1702127659575,0,0.0
6,121,116.06666666666666,0,0.0
7,121,114.7244897959182,0,0.0
8,123,117.29411764705884,0,0.0
9,123,116.4324324324323,0,0.0
10,123,110.32374100719409,0,0.0
11,123,108.0,22,0.0
12,123,92.0,22,0.0
13,132,101.0,22,0.0
14,132,101.0,22,0.0
15,132,93.0,22,0.0
16,158,133.0,22,0.0
17,219,196.0,22,0.0
18,219,194.0,22,0.0
19,227,202.0,22,0.0
20,227,202.0,22,0.0
21,227,200.0,22,0.0
22,227,200.0,22,0.0
23,227,198.0,23,0.0
