,MCTS,Expectiminimax
0,46,54
1,291,9
2,43,57
3,25,75
4,300,50
5,54,46
6,60,40
7,153,47
8,72,28
9,310,40
10,51,99
11,38,112
12,51,49
13,149,51
14,47,53
15,63,37
16,273,27
17,47,53
18,271,29
19,282,18
20,86,114
21,65,35
22,53,47
23,165,35
24,37,63
25,273,77
26,52,48
27,114,86
28,99,101
29,293,7
30,36,64
31,41,59
32,101,149
33,38,62
34,111,39
35,108,92
36,56,44
37,150,50
38,47,53
39,47,53
40,65,35
41,257,93
42,207,43
43,229,71
44,151,49
45,47,53
46,47,53
47,49,51
48,49,51
49,64,86
