,Expectiminimax scores,Expectiminimax game scores,MCTS win rates,MCTS game scores
0,0.28000000000000025,13,0.5925925925925926,0
1,1.1612903225806444,13,0.6049382716049383,0
2,-0.07692307692307666,13,0.5921052631578947,0
3,-1.4925373134328352,13,0.5591397849462365,0
4,-2.979166666666668,13,0.7391304347826086,21
5,-14.199999999999987,13,0.7829457364341085,21
6,-14.477611940298504,13,0.7964071856287425,21
7,-7.395348837209302,20,1.0,21
8,-7.723404255319148,20,1.0,21
9,-3.76595744680851,22,1.0,21
10,-3.9749999999999988,22,1.0,21
11,-9.0,22,1.0,27
12,-14.0,27,0.8363636363636363,27
13,-14.0,27,0.8085106382978723,38
14,-24.0,27,0.8914728682170543,48
15,-32.0,27,1.0,57
16,-38.0,27,1.0,57
17,-36.0,29,1.0,57
18,-41.0,29,1.0,57
19,-37.0,33,1.0,57
20,-30.0,36,1.0,57
21,-32.0,36,1.0,57
22,-31.0,36,1.0,57
23,-33.0,36,1.0,64
